Library ID,Name of RILEM TC reporter,Name of RILEM TC 1st reviewer,Name of RILEM TC 2nd reviewer,Author(s),DOI,Reference Type,Year Published,Year Test was Performed,Testing Lab,Category
0001,Katarzyna Mroz,Katarzyna Mroz,,Patrick Bischof,https://doi.org/10.1016/j.cemconres.2021.106539,Journal Article,2020,,Cracow University of Technology,Concrete Mix

